"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-08","23.04",,,"0.00",,,"45","52","27",,"  330","  320","45.0","59.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-09","11.63",,,"0.12",,,"36","48","21",,"  320","  340","32.0","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-10","12.97",,,"0.02",,,"35","63","17",,"  310","  350","33.1","44.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-11","21.03",,,"0.03",,,"33","35","11",,"  320","  320","36.9","52.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-12","12.53",,,"0.01",,,"22","39","10",,"  330","  320","38.9","52.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-13","11.41",,,"0.00",,,"29","60","11",,"  340","  340","33.1","44.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-14","10.51",,,"0.00",,,"34","45","19",,"  160","  170","25.1","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-15","14.99",,,"0.02",,,"26","44","16",,"  340","  340","38.0","48.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-16","12.97",,,"0.03",,,"28","29","8",,"  330","  350","21.9","27.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-17","7.61",,,"0.00",,,"17","42","1",,"  260","  250","21.0","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-18","17.00",,,"0.00",,,"37","51","19",,"  330","  320","36.0","46.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-19","10.96",,,"0.00",,,"32","61","19",,"  250","  250","21.9","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-20","12.30",,,"0.00",,,"45","53","14",,"   70","   80","23.0","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-21","23.04",,,"0.03",,,"8","13","-8",,"  340","  360","30.0","40.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-22","18.34",,,"0.06",,,"-6","-2","-16",,"  330","  340","28.0","35.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-23","8.05",,,"0.01",,,"-9","1","-17",,"  140","  150","18.1","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-24","5.82",,,"0.01",,,"1","11","-6",,"  150","  150","14.1","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-25","2.68",,,"0.00",,,"8","24","-5",,"   90","  130","8.9","13.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-26","4.03",,,"0.00",,,"19","37","1",,"  300","  300","12.1","13.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-27","3.36",,,"0.00",,,"31","57","14",,"   20","   20","14.1","18.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-02-28","6.04",,,"0.00",,,"43","63","30",,"  350","  360","19.9","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-01","5.14",,,"0.00",,,"48","65","34",,"  110","  120","13.0","16.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-02","8.95",,,"0.00",,,"48","65","26",,"   70","   60","25.9","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-03","15.21",,,"0.00",,,"28","30","23",,"  160","  150","25.1","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-04","19.24",,,"0.00",,,"29","32","25",,"  360","  360","36.0","46.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-05","24.38",,,"0.17",,,"24","26","15",,"  340","  340","33.1","42.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-06","16.78",,,"0.00",,,"16","23","5",,"  330","  340","30.0","36.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-07","4.25",,,"0.00",,,"17","31","3",,"  140","  140","12.1","14.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-08","22.15",,,"0.04",,,"22","28","10",,"  340","  330","35.1","45.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-09","14.32",,,"0.00",,,"13","16","4",,"  350","  340","28.0","35.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-10","7.61",,,"0.00",,,"9","25","-6",,"  330","  330","28.0","35.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-11","12.30",,,"0.00",,,"15","22","5",,"  360","  350","23.9","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-12","8.28",,,"0.00",,,"26","56","10",,"  310","  310","35.1","42.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-13","6.71",,,"0.00",,,"38","52","26",,"  330","  330","21.0","27.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-14","9.17",,,"0.00",,,"38","52","28",,"  360","  350","19.9","27.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-15","6.26",,,"0.00",,,"43","68","27",,"  340","  340","21.0","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-16","16.55",,,"0.00",,,"49","57","37",,"  320","  320","32.0","38.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-17","10.29",,,"0.00",,,"42","53","27",,"  350","  350","23.9","34.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-18","4.47",,,"0.00",,,"40","58","21",,"  340","   10","14.1","19.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-19","6.71",,,"0.00",,,"45","64","30",,"  130","  160","18.1","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-20","14.09",,,"0.00",,,"50","71","35",,"  330","  320","45.0","57.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-21","25.28",,,"0.00",,,"45","50","26",,"  320","  330","47.0","59.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-22","20.58",,,"0.00",,,"38","52","24",,"  350","  340","40.0","55.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-23","17.90",,,"0.00",,,"39","56","26",,"  350","  340","35.1","42.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-24","18.79",,,"0.00",,,"44","69","23",,"  330","  330","42.9","53.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-25","10.51",,,"0.00",,,"42","53","20",,"  340","  340","25.1","34.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-26","10.07",,,"0.00",,,"33","46","20",,"  110","  130","17.0","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-27","14.76",,,"0.00",,,"39","60","25",,"  180","  160","29.1","42.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-28","6.71",,,"0.00",,,"45","66","30",,"  150","  150","15.0","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-29","31.09",,,"0.00",,,"47","59","29",,"  330","  330","55.9","70.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-30","19.91",,,"0.04",,,"29","36","20",,"  330","  320","38.9","52.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-03-31","6.49",,,"0.00",,,"33","58","16",,"  340","   10","21.0","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-01","10.74",,,"0.08",,,"42","51","31",,"  320","  320","23.9","31.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-02","9.40",,,"0.00",,,"41","61","25",,"  180","  150","23.9","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-03","21.70",,,"0.00",,,"46","58","25",,"  310","  320","38.0","52.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-04","15.21",,,"0.00",,,"44","70","27",,"  250","  260","35.1","47.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-05","27.74",,,"0.00",,,"48","53","37",,"  320","  320","48.1","59.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-06","37.36",,,"0.01",,,"39","46","32",,"  320","  310","55.0","69.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-07","37.58",,,"0.00",,,"39","48","34",,"  320","  330","53.0","70.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-08","8.95",,,"0.00",,,"39","56","20",,"  140","  340","18.1","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-09","18.57",,,"0.00",,,"44","59","28",,"  330","  330","49.0","63.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-10","10.74",,,"0.01",,,"43","47","25",,"  330","  320","31.1","36.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-11","6.26",,,"0.00",,,"35","53","19",,"   30","   40","18.1","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-12","25.72",,,"0.01",,,"38","40","16",,"  330","  330","47.0","59.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-13","23.04",,,"0.00",,,"21","30","12",,"  310","  300","40.0","52.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-14","21.92",,,"0.00",,,"24","37","10",,"  340","  350","33.1","42.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-15","14.99",,,"0.00",,,"24","32","16",,"  340","  340","23.9","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-16","13.42",,,"0.00",,,"26","46","7",,"  130","  140","28.0","38.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-17","23.49",,,"0.00",,,"42","50","19",,"  330","  340","44.1","59.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-18","7.61",,,"0.00",,,"34","53","16",,"  120","  120","21.0","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-19","19.46",,,"0.00",,,"46","78","28",,"  330","  330","36.9","49.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-20","13.87",,,"0.07",,,"52","63","32",,"  340","  340","30.0","38.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-21","14.54",,,"0.00",,,"43","72","20",,"  120","  120","31.1","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-22","22.15",,,"0.52",,,"60","71","40",,"  340","  350","47.0","59.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-23","43.62",,,"0.26",,,"39","41","31",,"  320","  330","59.9","74.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-24","32.66",,,"0.02",,,"36","43","32",,"  320","  330","53.9","70.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-25","4.92",,,"0.00",,,"39","54","27",,"  100","  130","15.0","19.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-26","10.51",,,"0.00",,,"46","69","30",,"   90","   90","25.9","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-27","5.14",,,"0.00",,,"43","54","26",,"   60","   20","14.1","19.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-28","7.61",,,"0.00",,,"48","65","32",,"  100","  100","21.9","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-29","18.12",,,"0.59",,,"48","53","37",,"  330","  340","38.9","49.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-04-30","26.17",,,"0.01",,,"45","57","37",,"  330","  330","44.1","55.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-01","8.72",,,"0.00",,,"46","58","33",,"   40","   40","15.0","19.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-02","4.92",,,"0.00",,,"47","55","34",,"  120","  130","16.1","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-03","14.09",,,"0.00",,,"43","61","29",,"  120","  140","25.1","36.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-04","6.71",,,"0.02",,,"47","56","40",,"  140","  140","15.0","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-05","6.04",,,"0.00",,,"50","67","34",,"  110","  130","15.0","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-06","8.50",,,"0.08",,,"57","76","43",,"  360","   10","28.0","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-07","12.08",,,"0.00",,,"62","84","46",,"  260","  260","47.0","59.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-08","12.08",,,"0.44",,,"57","70","36",,"  180","  180","35.1","47.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-09","12.53",,,"0.36",,,"53","64","43",,"   80","  280","32.0","42.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-10","11.86",,,"0.00",,,"54","69","43",,"  180","  180","25.1","36.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-11","11.41",,,"0.00",,,"58","69","46",,"  360","  350","36.9","48.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-12","14.09",,,"0.19",,,"54","61","48",,"  280","  270","52.1","72.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-13","14.09",,,"0.00",,,"55","70","36",,"  240","  230","40.0","52.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-14","8.28",,,"0.00",,,"51","66","34",,"  340","  320","33.1","42.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-15","10.29",,,"0.01",,,"58","69","43",,"  350","  360","23.0","34.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-16","7.38",,,"0.00",,,"58","79","39",,"  140","  140","16.1","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-17","8.50",,,"0.18",,,"63","72","50",,"   20","   20","25.9","31.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-18","9.84",,,"0.00",,,"60","70","47",,"  340","  340","25.9","35.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-19","14.76",,,"0.00",,,"52","57","38",,"  320","  330","51.0","67.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-20","21.25",,,"0.01",,,"44","48","31",,"  320","  320","46.1","57.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-21","12.08",,,"0.02",,,"38","48","28",,"  340","  330","32.0","40.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-22","9.17",,,"0.00",,,"41","62","24",,"  140","  160","23.0","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-23","10.07",,,"0.00",,,"47","55","35",,"  150","  150","23.0","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-24","5.37",,,"0.00",,,"47","65","28",,"  110","  110","14.1","19.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-25","3.36",,,"0.00",,,"53","70","33",,"   60","   80","12.1","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-26","7.38",,,"0.00",,,"61","80","42",,"  350","  350","16.1","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-27","12.75",,,"0.00",,,"66","93","44",,"  330","  300","40.9","59.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-28","10.07",,,"0.22",,,"67","83","51",,"  270","  270","31.1","46.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-29","13.20",,,"0.56",,,"62","72","51",,"  330","  320","23.9","31.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-30","15.43",,,"0.48",,,"56","59","51",,"  350","  340","30.0","38.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-05-31","18.57",,,"0.01",,,"52","57","37",,"  340","  330","33.1","42.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-01","6.04",,,"0.00",,,"53","67","39",,"   10","   40","12.1","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-02","7.16",,,"0.00",,,"57","71","43",,"  360","   10","14.1","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-03","7.83",,,"0.00",,,"57","67","41",,"  140","  140","19.9","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-04","4.92",,,"0.17",,,"58","72","45",,"  280","   90","15.0","21.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-05","4.25",,,"0.48",,,"61","72","54",,"  350","  340","23.9","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-06","8.05",,,"0.52",,,"59","67","52",,"   10","  280","21.9","44.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-07","5.59",,,"0.25",,,"55","66","43",,"  340","  330","30.0","55.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-08","8.05",,,"0.00",,,"55","69","43",,"  350","  360","19.9","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-09","5.14",,,"0.02",,,"63","75","53",,"   10","  360","17.0","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-10","7.83",,,"0.00",,,"65","84","50",,"  150","  150","19.9","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-11","10.96",,,"0.49",,,"73","84","61",,"  320","  320","35.1","44.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-12","9.84",,,"0.00",,,"70","82","58",,"   60","   50","30.0","40.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-13","10.96",,,"0.11",,,"67","81","56",,"  350","  350","36.9","50.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-14","11.86",,,"0.00",,,"62","72","44",,"  340","  330","30.0","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-15","10.74",,,"0.00",,,"59","78","41",,"  300","  290","25.9","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-16","7.38",,,"0.00",,,"65","80","45",,"  100","  250","14.1","18.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-17","12.30",,,"0.00",,,"70","89","54",,"  150","  120","25.1","34.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-18","11.41",,,"0.00",,,"79","96","63",,"  200","  200","33.1","53.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-19","11.63",,,"0.00",,,"79","93","65",,"  240","  230","28.0","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-20","12.75",,,"0.60",,,"70","77","51",,"  290","  290","38.9","47.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-21","8.05",,,"0.00",,,"62","75","44",,"  360","  360","21.0","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-22","8.95",,,"0.00",,,"65","87","47",,"  180","  160","23.0","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-23","5.82",,,"0.00",,,"72","91","53",,"  350","  330","15.0","19.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-24","12.97",,,"0.01",,,"73","85","56",,"  330","  340","36.0","49.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-25","18.57",,,"0.02",,,"61","71","47",,"  330","  330","36.0","49.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-26","5.82",,,"0.00",,,"60","76","43",,"  340","  340","14.1","19.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-27","7.61",,,"0.00",,,"66","88","45",,"  360","   20","18.1","27.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-28","9.40",,,"0.00",,,"72","92","51",,"  150","  140","19.9","31.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-29","10.29",,,"0.00",,,"82","102","60",,"  340","  330","30.0","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-06-30","10.96",,,"0.00",,,"73","84","58",,"  340","  340","21.9","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-01","10.96",,,"0.47",,,"70","88","53",,"   20","   10","46.1","62.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-02","8.95",,,"0.03",,,"67","85","53",,"  320","  320","21.9","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-03","11.63",,,"0.08",,,"74","93","61",,"   90","  100","30.0","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-04","8.28",,,"0.00",,,"74","90","62",,"  330","  330","23.9","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-05","6.93",,,"0.00",,,"72","83","62",,"   10","   10","35.1","46.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-06","8.05",,,"0.67",,,"73","87","59",,"   80","  210","29.1","35.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-07","8.95",,,"0.00",,,"73","85","63",,"   60","   60","23.0","31.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-08","7.83",,,"0.00",,,"72","87","61",,"  110","  130","17.0","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-09","9.40",,,"0.00",,,"78","94","66",,"  360","   10","19.9","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-10","15.88",,,"0.38",,,"81","93","60",,"  320","  310","55.9","74.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-11","10.96",,,"0.06",,,"71","80","54",,"  360","  350","25.1","35.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-12","7.38",,,"0.00",,,"70","89","51",,"  180","  180","16.1","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-13","7.83",,,"0.00",,,"74","92","57",,"  100","  120","17.0","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-14","10.74",,,"0.00",,,"82","99","63",,"  330","  340","29.1","36.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-15","9.62",,,"0.58",,,"82","98","64",,"  150","  120","23.0","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-16","5.82",,,"0.55",,,"76","91","63",,"  360","  340","15.0","21.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-17","4.92",,,"0.00",,,"81","98","64",,"   90","   90","16.1","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-18","11.41",,,"0.00",,,"85","105","67",,"  330","  340","40.9","57.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-19","18.12",,,"0.00",,,"79","87","58",,"  330","  320","36.9","52.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-20","7.16",,,"0.00",,,"75","97","53",,"  340","  350","28.0","36.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-21","9.84",,,"0.00",,,"77","97","59",,"  180","  180","21.0","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-22","10.51",,,"0.00",,,"80","100","60",,"  180","  170","25.9","38.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-23","15.43",,,"0.00",,,"82","89","61",,"  330","  330","40.0","55.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-24","10.51",,,"1.18",,,"73","86","60",,"  300","  130","23.0","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-25","4.92",,,"0.00",,,"67","84","58",,"  190","  210","17.0","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-26","10.07",,,"0.03",,,"69","79","59",,"  340","  340","23.9","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-27","7.38",,,"0.00",,,"70","87","57",,"  350","  350","30.0","40.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-28","4.03",,,"0.00",,,"67","80","51",,"  350","   80","13.0","16.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-29","4.70",,,"0.00",,,"68","87","50",,"  220","  220","21.0","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-30","4.25",,,"0.00",,,"76","95","61",,"  210","  220","17.0","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-07-31","10.74",,,"0.00",,,"79","91","64",,"  340","  340","25.1","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-08-01","5.82",,,"0.00",,,"78","101","58",,"  330","  140","16.1","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-08-02","9.40",,,"0.00",,,"81","98","62",,"  320","  330","32.0","42.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-08-03","10.07",,,"0.00",,,"76","91","63",,"  160","  150","19.9","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-08-04","7.61",,,"0.00",,,"80","102","64",,"  190","  110","14.1","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-08-05","11.86",,,"0.45",,,"87","103","62",,"   60","   10","31.1","42.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-08-06","8.05",,,"0.10",,,"72","78","56",,"   80","   70","21.0","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-08-07","4.03",,,"0.08",,,"62","77","54",,"   50","  310","14.1","19.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-08-08","5.82",,,"0.00",,,"70","91","52",,"  110","   90","17.0","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-08-09","7.61",,,"0.00",,,"80","97","58",,"   60","   80","16.1","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-08-10","8.72",,,"0.00",,,"80","99","60",,"  110","  110","25.1","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2022-08-11","11.18",,,"0.00",,,"84","103","61",,"  180","  200","23.9","32.0"
